0    [main] WARN  com.commsen.stopwatch.Stopwatch  - Properties file stopwatch-engine.properties not found on classpath! Properties not set!
6340 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
519202 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 76] [Energy Used:620]
519202 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 29 (loser)
519202 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: purple] [Team: 1] [Points: 29] [Status: loser] [Kills: 4] [Deaths: 4] [Missiles Fired: 26] [Energy Used:520]
519202 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -19 (loser)
519202 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: yellow] [Team: 0] [Points: -19] [Status: loser] [Kills: 1] [Deaths: 4] [Missiles Fired: 0] [Energy Used:140]
519202 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 8 (loser)
519202 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: green] [Team: 1] [Points: 8] [Status: loser] [Kills: 1] [Deaths: 2] [Missiles Fired: 10] [Energy Used:220]
543278 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
543278 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 8] [Deaths: 5] [Missiles Fired: 54] [Energy Used:120]
543279 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 38 (loser)
543279 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: purple] [Team: 1] [Points: 38] [Status: loser] [Kills: 4] [Deaths: 0] [Missiles Fired: 21] [Energy Used:140]
543279 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -46 (loser)
543279 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: yellow] [Team: 0] [Points: -46] [Status: loser] [Kills: 1] [Deaths: 10] [Missiles Fired: 3] [Energy Used:680]
543279 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 36 (loser)
543279 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: green] [Team: 1] [Points: 36] [Status: loser] [Kills: 4] [Deaths: 2] [Missiles Fired: 24] [Energy Used:0]
555186 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
555186 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 38] [Energy Used:120]
555187 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 24 (loser)
555187 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: purple] [Team: 1] [Points: 24] [Status: loser] [Kills: 3] [Deaths: 2] [Missiles Fired: 23] [Energy Used:360]
555187 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -21 (loser)
555187 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: yellow] [Team: 0] [Points: -21] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 2] [Energy Used:60]
555187 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 13 (loser)
555187 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: green] [Team: 1] [Points: 13] [Status: loser] [Kills: 4] [Deaths: 4] [Missiles Fired: 15] [Energy Used:180]
571565 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
571565 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 2] [Missiles Fired: 65] [Energy Used:480]
571565 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 24 (loser)
571565 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: purple] [Team: 1] [Points: 24] [Status: loser] [Kills: 5] [Deaths: 5] [Missiles Fired: 30] [Energy Used:380]
571565 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -21 (loser)
571565 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: yellow] [Team: 0] [Points: -21] [Status: loser] [Kills: 1] [Deaths: 5] [Missiles Fired: 0] [Energy Used:80]
571566 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 3 (loser)
571566 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: green] [Team: 1] [Points: 3] [Status: loser] [Kills: 0] [Deaths: 0] [Missiles Fired: 4] [Energy Used:80]
583797 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 54 (winner)
583797 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: blue] [Team: 0] [Points: 54] [Status: winner] [Kills: 6] [Deaths: 0] [Missiles Fired: 35] [Energy Used:240]
583797 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 6 (loser)
583797 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: purple] [Team: 1] [Points: 6] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 18] [Energy Used:120]
583797 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -24 (loser)
583797 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: yellow] [Team: 0] [Points: -24] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 1] [Energy Used:140]
583797 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 5 (loser)
583798 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: green] [Team: 1] [Points: 5] [Status: loser] [Kills: 1] [Deaths: 2] [Missiles Fired: 8] [Energy Used:0]
595575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
595575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 1] [Missiles Fired: 46] [Energy Used:380]
595575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 13 (loser)
595575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: purple] [Team: 1] [Points: 13] [Status: loser] [Kills: 1] [Deaths: 0] [Missiles Fired: 14] [Energy Used:180]
595575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -28 (loser)
595575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: yellow] [Team: 0] [Points: -28] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 1] [Energy Used:20]
595576 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 13 (loser)
595576 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: green] [Team: 1] [Points: 13] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 12] [Energy Used:200]
606865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
606865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 1] [Missiles Fired: 38] [Energy Used:280]
606865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: -12 (loser)
606865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: purple] [Team: 1] [Points: -12] [Status: loser] [Kills: 1] [Deaths: 4] [Missiles Fired: 3] [Energy Used:0]
606865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -9 (loser)
606866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: yellow] [Team: 0] [Points: -9] [Status: loser] [Kills: 1] [Deaths: 4] [Missiles Fired: 5] [Energy Used:40]
606866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 29 (loser)
606866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: green] [Team: 1] [Points: 29] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 24] [Energy Used:300]
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 5] [Deaths: 0] [Missiles Fired: 26] [Energy Used:180]
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: -8 (loser)
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: purple] [Team: 1] [Points: -8] [Status: loser] [Kills: 0] [Deaths: 2] [Missiles Fired: 3] [Energy Used:0]
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -13 (loser)
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: yellow] [Team: 0] [Points: -13] [Status: loser] [Kills: 0] [Deaths: 2] [Missiles Fired: 1] [Energy Used:80]
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -4 (loser)
613254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: green] [Team: 1] [Points: -4] [Status: loser] [Kills: 0] [Deaths: 1] [Missiles Fired: 15] [Energy Used:40]
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 30 (loser)
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: blue] [Team: 0] [Points: 30] [Status: loser] [Kills: 5] [Deaths: 4] [Missiles Fired: 33] [Energy Used:360]
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 52 (winner)
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: purple] [Team: 1] [Points: 52] [Status: winner] [Kills: 9] [Deaths: 5] [Missiles Fired: 37] [Energy Used:260]
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -23 (loser)
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: yellow] [Team: 0] [Points: -23] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 1] [Energy Used:0]
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 6 (loser)
626206 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: green] [Team: 1] [Points: 6] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 8] [Energy Used:120]
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 6] [Deaths: 1] [Missiles Fired: 50] [Energy Used:380]
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 18 (loser)
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: purple] [Team: 1] [Points: 18] [Status: loser] [Kills: 3] [Deaths: 1] [Missiles Fired: 11] [Energy Used:80]
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -21 (loser)
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: yellow] [Team: 0] [Points: -21] [Status: loser] [Kills: 0] [Deaths: 4] [Missiles Fired: 1] [Energy Used:300]
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -3 (loser)
641177 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: green] [Team: 1] [Points: -3] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 12] [Energy Used:340]
665768 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
665768 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 9] [Deaths: 5] [Missiles Fired: 47] [Energy Used:860]
665768 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 48 (loser)
665768 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: purple] [Team: 1] [Points: 48] [Status: loser] [Kills: 7] [Deaths: 3] [Missiles Fired: 45] [Energy Used:360]
665768 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -31 (loser)
665769 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: yellow] [Team: 0] [Points: -31] [Status: loser] [Kills: 2] [Deaths: 10] [Missiles Fired: 6] [Energy Used:400]
665769 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 23 (loser)
665769 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: green] [Team: 1] [Points: 23] [Status: loser] [Kills: 5] [Deaths: 5] [Missiles Fired: 28] [Energy Used:260]
684117 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
684117 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 52] [Energy Used:320]
684118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 42 (loser)
684118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: purple] [Team: 1] [Points: 42] [Status: loser] [Kills: 5] [Deaths: 2] [Missiles Fired: 29] [Energy Used:300]
684118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -20 (loser)
684118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: yellow] [Team: 0] [Points: -20] [Status: loser] [Kills: 1] [Deaths: 6] [Missiles Fired: 5] [Energy Used:180]
684118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 11 (loser)
684118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: green] [Team: 1] [Points: 11] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 25] [Energy Used:480]
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 5] [Deaths: 1] [Missiles Fired: 42] [Energy Used:260]
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 3 (loser)
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: purple] [Team: 1] [Points: 3] [Status: loser] [Kills: 0] [Deaths: 0] [Missiles Fired: 9] [Energy Used:100]
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -27 (loser)
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: yellow] [Team: 0] [Points: -27] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 0] [Energy Used:240]
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 21 (loser)
696833 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: green] [Team: 1] [Points: 21] [Status: loser] [Kills: 3] [Deaths: 2] [Missiles Fired: 17] [Energy Used:140]
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 8] [Deaths: 5] [Missiles Fired: 62] [Energy Used:300]
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 34 (loser)
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: purple] [Team: 1] [Points: 34] [Status: loser] [Kills: 4] [Deaths: 2] [Missiles Fired: 34] [Energy Used:320]
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -34 (loser)
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: yellow] [Team: 0] [Points: -34] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 0] [Energy Used:260]
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 38 (loser)
728913 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: green] [Team: 1] [Points: 38] [Status: loser] [Kills: 5] [Deaths: 4] [Missiles Fired: 31] [Energy Used:20]
748990 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
748991 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 7] [Deaths: 1] [Missiles Fired: 49] [Energy Used:420]
748991 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 8 (loser)
748991 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: purple] [Team: 1] [Points: 8] [Status: loser] [Kills: 2] [Deaths: 4] [Missiles Fired: 29] [Energy Used:220]
748991 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -26 (loser)
748991 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: yellow] [Team: 0] [Points: -26] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 0] [Energy Used:380]
748991 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 17 (loser)
748991 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: green] [Team: 1] [Points: 17] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 17] [Energy Used:40]
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 39] [Energy Used:20]
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 17 (loser)
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: purple] [Team: 1] [Points: 17] [Status: loser] [Kills: 3] [Deaths: 2] [Missiles Fired: 13] [Energy Used:0]
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -26 (loser)
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: yellow] [Team: 0] [Points: -26] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 3] [Energy Used:40]
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 12 (loser)
757162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: green] [Team: 1] [Points: 12] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 7] [Energy Used:100]
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 5] [Missiles Fired: 59] [Energy Used:240]
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 39 (loser)
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: purple] [Team: 1] [Points: 39] [Status: loser] [Kills: 4] [Deaths: 1] [Missiles Fired: 24] [Energy Used:140]
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -38 (loser)
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: yellow] [Team: 0] [Points: -38] [Status: loser] [Kills: 0] [Deaths: 7] [Missiles Fired: 0] [Energy Used:0]
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 23 (loser)
769376 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: green] [Team: 1] [Points: 23] [Status: loser] [Kills: 4] [Deaths: 2] [Missiles Fired: 20] [Energy Used:40]
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 5] [Deaths: 1] [Missiles Fired: 39] [Energy Used:340]
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 8 (loser)
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: purple] [Team: 1] [Points: 8] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 22] [Energy Used:280]
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -20 (loser)
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: yellow] [Team: 0] [Points: -20] [Status: loser] [Kills: 0] [Deaths: 4] [Missiles Fired: 0] [Energy Used:20]
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 5 (loser)
781155 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: green] [Team: 1] [Points: 5] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 11] [Energy Used:200]
795161 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 53 (winner)
795161 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: blue] [Team: 0] [Points: 53] [Status: winner] [Kills: 10] [Deaths: 4] [Missiles Fired: 42] [Energy Used:200]
795161 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 46 (loser)
795162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: purple] [Team: 1] [Points: 46] [Status: loser] [Kills: 4] [Deaths: 3] [Missiles Fired: 37] [Energy Used:120]
795162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -24 (loser)
795162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: yellow] [Team: 0] [Points: -24] [Status: loser] [Kills: 1] [Deaths: 5] [Missiles Fired: 3] [Energy Used:360]
795162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 10 (loser)
795162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: green] [Team: 1] [Points: 10] [Status: loser] [Kills: 4] [Deaths: 5] [Missiles Fired: 16] [Energy Used:0]
809905 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
809905 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 62] [Energy Used:320]
809905 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 19 (loser)
809905 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: purple] [Team: 1] [Points: 19] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 23] [Energy Used:480]
809905 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -31 (loser)
809905 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: yellow] [Team: 0] [Points: -31] [Status: loser] [Kills: 1] [Deaths: 8] [Missiles Fired: 4] [Energy Used:120]
809905 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 30 (loser)
809906 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: green] [Team: 1] [Points: 30] [Status: loser] [Kills: 3] [Deaths: 0] [Missiles Fired: 15] [Energy Used:80]
831114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
831114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 47] [Energy Used:380]
831115 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 11 (loser)
831115 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: purple] [Team: 1] [Points: 11] [Status: loser] [Kills: 2] [Deaths: 4] [Missiles Fired: 21] [Energy Used:400]
831115 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -13 (loser)
831115 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: yellow] [Team: 0] [Points: -13] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 3] [Energy Used:40]
831115 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 15 (loser)
831115 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: green] [Team: 1] [Points: 15] [Status: loser] [Kills: 3] [Deaths: 2] [Missiles Fired: 22] [Energy Used:200]
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 5] [Deaths: 0] [Missiles Fired: 59] [Energy Used:740]
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: -14 (loser)
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: purple] [Team: 1] [Points: -14] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 10] [Energy Used:220]
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -10 (loser)
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: yellow] [Team: 0] [Points: -10] [Status: loser] [Kills: 0] [Deaths: 2] [Missiles Fired: 0] [Energy Used:40]
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 11 (loser)
841595 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: green] [Team: 1] [Points: 11] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 27] [Energy Used:240]
860253 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
