0    [main] WARN  com.commsen.stopwatch.Stopwatch  - Properties file stopwatch-engine.properties not found on classpath! Properties not set!
16064 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 14 (loser)
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 10 (loser)
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: red] [Team: 1] [Points: 10] [Status: loser] [Kills: 5] [Deaths: 9] [Missiles Fired: 40] [Energy Used:320]
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 41 (loser)
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: yellow] [Team: 0] [Points: 41] [Status: loser] [Kills: 6] [Deaths: 4] [Missiles Fired: 47] [Energy Used:80]
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 51 (winner)
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: green] [Team: 1] [Points: 51] [Status: winner] [Kills: 8] [Deaths: 3] [Missiles Fired: 41] [Energy Used:300]
645268 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 13 (loser)
645269 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: blue] [Team: 0] [Points: 13] [Status: loser] [Kills: 4] [Deaths: 6] [Missiles Fired: 29] [Energy Used:400]
645269 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: -18 (loser)
645269 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: red] [Team: 1] [Points: -18] [Status: loser] [Kills: 4] [Deaths: 8] [Missiles Fired: 14] [Energy Used:280]
645269 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 53 (winner)
645269 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: yellow] [Team: 0] [Points: 53] [Status: winner] [Kills: 9] [Deaths: 6] [Missiles Fired: 43] [Energy Used:220]
645269 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 48 (loser)
645269 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 55 [Tank: green] [Team: 1] [Points: 48] [Status: loser] [Kills: 8] [Deaths: 5] [Missiles Fired: 59] [Energy Used:1020]
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -22 (loser)
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: blue] [Team: 0] [Points: -22] [Status: loser] [Kills: 2] [Deaths: 9] [Missiles Fired: 20] [Energy Used:500]
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 36 (loser)
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: red] [Team: 1] [Points: 36] [Status: loser] [Kills: 6] [Deaths: 6] [Missiles Fired: 66] [Energy Used:360]
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 37 (loser)
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: yellow] [Team: 0] [Points: 37] [Status: loser] [Kills: 5] [Deaths: 3] [Missiles Fired: 36] [Energy Used:240]
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 53 (winner)
660877 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 54 [Tank: green] [Team: 1] [Points: 53] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 48] [Energy Used:460]
677396 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 1 (loser)
677397 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: blue] [Team: 0] [Points: 1] [Status: loser] [Kills: 2] [Deaths: 5] [Missiles Fired: 23] [Energy Used:240]
677397 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 9 (loser)
677397 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: red] [Team: 1] [Points: 9] [Status: loser] [Kills: 5] [Deaths: 8] [Missiles Fired: 30] [Energy Used:500]
677397 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 31 (loser)
677397 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: yellow] [Team: 0] [Points: 31] [Status: loser] [Kills: 6] [Deaths: 4] [Missiles Fired: 46] [Energy Used:240]
677397 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 52 (winner)
677397 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 53 [Tank: green] [Team: 1] [Points: 52] [Status: winner] [Kills: 8] [Deaths: 4] [Missiles Fired: 48] [Energy Used:560]
687828 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 17 (loser)
687828 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: blue] [Team: 0] [Points: 17] [Status: loser] [Kills: 4] [Deaths: 2] [Missiles Fired: 18] [Energy Used:300]
687829 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 23 (loser)
687829 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: red] [Team: 1] [Points: 23] [Status: loser] [Kills: 6] [Deaths: 6] [Missiles Fired: 33] [Energy Used:280]
687829 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 4 (loser)
687829 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: yellow] [Team: 0] [Points: 4] [Status: loser] [Kills: 4] [Deaths: 8] [Missiles Fired: 43] [Energy Used:420]
687829 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 52 (winner)
687829 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 52 [Tank: green] [Team: 1] [Points: 52] [Status: winner] [Kills: 8] [Deaths: 6] [Missiles Fired: 49] [Energy Used:320]
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -21 (loser)
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: blue] [Team: 0] [Points: -21] [Status: loser] [Kills: 1] [Deaths: 6] [Missiles Fired: 22] [Energy Used:200]
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 50 (winner)
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: red] [Team: 1] [Points: 50] [Status: winner] [Kills: 7] [Deaths: 4] [Missiles Fired: 61] [Energy Used:560]
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 31 (loser)
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: yellow] [Team: 0] [Points: 31] [Status: loser] [Kills: 7] [Deaths: 6] [Missiles Fired: 43] [Energy Used:300]
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 30 (loser)
704322 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 51 [Tank: green] [Team: 1] [Points: 30] [Status: loser] [Kills: 5] [Deaths: 3] [Missiles Fired: 50] [Energy Used:320]
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -18 (loser)
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: blue] [Team: 0] [Points: -18] [Status: loser] [Kills: 2] [Deaths: 7] [Missiles Fired: 12] [Energy Used:20]
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 24 (loser)
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: red] [Team: 1] [Points: 24] [Status: loser] [Kills: 7] [Deaths: 9] [Missiles Fired: 41] [Energy Used:340]
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 48 (loser)
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: yellow] [Team: 0] [Points: 48] [Status: loser] [Kills: 7] [Deaths: 4] [Missiles Fired: 55] [Energy Used:340]
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 52 (winner)
717518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 50 [Tank: green] [Team: 1] [Points: 52] [Status: winner] [Kills: 12] [Deaths: 8] [Missiles Fired: 73] [Energy Used:440]
731472 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 11 (loser)
731472 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: blue] [Team: 0] [Points: 11] [Status: loser] [Kills: 5] [Deaths: 8] [Missiles Fired: 23] [Energy Used:240]
731473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 29 (loser)
731473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: red] [Team: 1] [Points: 29] [Status: loser] [Kills: 9] [Deaths: 10] [Missiles Fired: 40] [Energy Used:280]
731473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 51 (winner)
731473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: yellow] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 30] [Energy Used:60]
731473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 21 (loser)
731473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 49 [Tank: green] [Team: 1] [Points: 21] [Status: loser] [Kills: 9] [Deaths: 10] [Missiles Fired: 40] [Energy Used:80]
742518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 14 (loser)
742518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: blue] [Team: 0] [Points: 14] [Status: loser] [Kills: 7] [Deaths: 10] [Missiles Fired: 33] [Energy Used:240]
742518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 24 (loser)
742518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: red] [Team: 1] [Points: 24] [Status: loser] [Kills: 4] [Deaths: 3] [Missiles Fired: 25] [Energy Used:820]
742518 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 15 (loser)
742519 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: yellow] [Team: 0] [Points: 15] [Status: loser] [Kills: 5] [Deaths: 5] [Missiles Fired: 23] [Energy Used:240]
742519 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 53 (winner)
742519 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 48 [Tank: green] [Team: 1] [Points: 53] [Status: winner] [Kills: 9] [Deaths: 7] [Missiles Fired: 46] [Energy Used:160]
749417 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -15 (loser)
749418 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: blue] [Team: 0] [Points: -15] [Status: loser] [Kills: 2] [Deaths: 7] [Missiles Fired: 19] [Energy Used:360]
749418 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 10 (loser)
749418 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: red] [Team: 1] [Points: 10] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 16] [Energy Used:180]
749418 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 53 (winner)
749418 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: yellow] [Team: 0] [Points: 53] [Status: winner] [Kills: 8] [Deaths: 1] [Missiles Fired: 35] [Energy Used:140]
749418 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 20 (loser)
749418 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 47 [Tank: green] [Team: 1] [Points: 20] [Status: loser] [Kills: 5] [Deaths: 6] [Missiles Fired: 27] [Energy Used:260]
757211 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -12 (loser)
757211 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: blue] [Team: 0] [Points: -12] [Status: loser] [Kills: 2] [Deaths: 6] [Missiles Fired: 14] [Energy Used:80]
757211 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 42 (loser)
757211 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: red] [Team: 1] [Points: 42] [Status: loser] [Kills: 7] [Deaths: 5] [Missiles Fired: 50] [Energy Used:80]
757211 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -3 (loser)
757212 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: yellow] [Team: 0] [Points: -3] [Status: loser] [Kills: 1] [Deaths: 3] [Missiles Fired: 22] [Energy Used:360]
757212 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 54 (winner)
757212 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 46 [Tank: green] [Team: 1] [Points: 54] [Status: winner] [Kills: 9] [Deaths: 5] [Missiles Fired: 46] [Energy Used:160]
762567 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -15 (loser)
762567 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: blue] [Team: 0] [Points: -15] [Status: loser] [Kills: 1] [Deaths: 4] [Missiles Fired: 6] [Energy Used:180]
762568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 51 (winner)
762568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: red] [Team: 1] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 53] [Energy Used:740]
762568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 44 (loser)
762568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: yellow] [Team: 0] [Points: 44] [Status: loser] [Kills: 5] [Deaths: 1] [Missiles Fired: 28] [Energy Used:20]
762568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -21 (loser)
762568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 45 [Tank: green] [Team: 1] [Points: -21] [Status: loser] [Kills: 1] [Deaths: 6] [Missiles Fired: 8] [Energy Used:100]
770106 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 11 (loser)
770106 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: blue] [Team: 0] [Points: 11] [Status: loser] [Kills: 4] [Deaths: 4] [Missiles Fired: 16] [Energy Used:240]
770107 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: -7 (loser)
770107 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: red] [Team: 1] [Points: -7] [Status: loser] [Kills: 1] [Deaths: 4] [Missiles Fired: 23] [Energy Used:60]
770107 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 53 (winner)
770107 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: yellow] [Team: 0] [Points: 53] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 34] [Energy Used:100]
770107 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 1 (loser)
770107 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 44 [Tank: green] [Team: 1] [Points: 1] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 18] [Energy Used:140]
779482 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 8 (loser)
779483 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: blue] [Team: 0] [Points: 8] [Status: loser] [Kills: 5] [Deaths: 7] [Missiles Fired: 21] [Energy Used:360]
779483 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 34 (loser)
779483 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: red] [Team: 1] [Points: 34] [Status: loser] [Kills: 6] [Deaths: 5] [Missiles Fired: 37] [Energy Used:80]
779483 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 15 (loser)
779483 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: yellow] [Team: 0] [Points: 15] [Status: loser] [Kills: 7] [Deaths: 8] [Missiles Fired: 36] [Energy Used:520]
779483 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 51 (winner)
779483 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 43 [Tank: green] [Team: 1] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 4] [Missiles Fired: 63] [Energy Used:300]
792085 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 16 (loser)
792086 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: blue] [Team: 0] [Points: 16] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 30] [Energy Used:300]
792086 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 10 (loser)
792086 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: red] [Team: 1] [Points: 10] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 49] [Energy Used:700]
792086 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 50 (winner)
792086 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: yellow] [Team: 0] [Points: 50] [Status: winner] [Kills: 8] [Deaths: 7] [Missiles Fired: 71] [Energy Used:640]
792086 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 45 (loser)
792086 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 42 [Tank: green] [Team: 1] [Points: 45] [Status: loser] [Kills: 8] [Deaths: 6] [Missiles Fired: 52] [Energy Used:580]
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 30 (loser)
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: blue] [Team: 0] [Points: 30] [Status: loser] [Kills: 6] [Deaths: 3] [Missiles Fired: 26] [Energy Used:40]
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: -6 (loser)
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: red] [Team: 1] [Points: -6] [Status: loser] [Kills: 2] [Deaths: 6] [Missiles Fired: 18] [Energy Used:120]
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 50 (winner)
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: yellow] [Team: 0] [Points: 50] [Status: winner] [Kills: 8] [Deaths: 6] [Missiles Fired: 56] [Energy Used:200]
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 10 (loser)
802704 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 41 [Tank: green] [Team: 1] [Points: 10] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 19] [Energy Used:80]
814513 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 53 (winner)
814513 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: blue] [Team: 0] [Points: 53] [Status: winner] [Kills: 7] [Deaths: 1] [Missiles Fired: 28] [Energy Used:160]
814513 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 8 (loser)
814514 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: red] [Team: 1] [Points: 8] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 32] [Energy Used:220]
814514 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 28 (loser)
814514 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: yellow] [Team: 0] [Points: 28] [Status: loser] [Kills: 5] [Deaths: 6] [Missiles Fired: 49] [Energy Used:360]
814514 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 9 (loser)
814514 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 40 [Tank: green] [Team: 1] [Points: 9] [Status: loser] [Kills: 3] [Deaths: 6] [Missiles Fired: 52] [Energy Used:560]
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 28 (loser)
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: blue] [Team: 0] [Points: 28] [Status: loser] [Kills: 5] [Deaths: 4] [Missiles Fired: 33] [Energy Used:380]
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 3 (loser)
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: red] [Team: 1] [Points: 3] [Status: loser] [Kills: 2] [Deaths: 7] [Missiles Fired: 44] [Energy Used:960]
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 51 (winner)
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: yellow] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 52] [Energy Used:680]
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 8 (loser)
825652 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 39 [Tank: green] [Team: 1] [Points: 8] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 25] [Energy Used:260]
833574 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 11 (loser)
833575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: blue] [Team: 0] [Points: 11] [Status: loser] [Kills: 6] [Deaths: 7] [Missiles Fired: 32] [Energy Used:360]
833575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 40 (loser)
833575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: red] [Team: 1] [Points: 40] [Status: loser] [Kills: 8] [Deaths: 8] [Missiles Fired: 56] [Energy Used:740]
833575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 13 (loser)
833575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: yellow] [Team: 0] [Points: 13] [Status: loser] [Kills: 4] [Deaths: 5] [Missiles Fired: 19] [Energy Used:60]
833575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 54 (winner)
833575 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 38 [Tank: green] [Team: 1] [Points: 54] [Status: winner] [Kills: 10] [Deaths: 8] [Missiles Fired: 69] [Energy Used:720]
850448 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
850449 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 9] [Deaths: 8] [Missiles Fired: 58] [Energy Used:300]
850449 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 40 (loser)
850449 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: red] [Team: 1] [Points: 40] [Status: loser] [Kills: 8] [Deaths: 7] [Missiles Fired: 63] [Energy Used:760]
850449 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 19 (loser)
850449 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: yellow] [Team: 0] [Points: 19] [Status: loser] [Kills: 10] [Deaths: 14] [Missiles Fired: 58] [Energy Used:580]
850449 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 43 (loser)
850449 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 37 [Tank: green] [Team: 1] [Points: 43] [Status: loser] [Kills: 7] [Deaths: 5] [Missiles Fired: 50] [Energy Used:340]
856307 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 3 (loser)
856307 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: blue] [Team: 0] [Points: 3] [Status: loser] [Kills: 4] [Deaths: 6] [Missiles Fired: 28] [Energy Used:320]
856307 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 53 (winner)
856307 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: red] [Team: 1] [Points: 53] [Status: winner] [Kills: 6] [Deaths: 1] [Missiles Fired: 41] [Energy Used:220]
856308 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 1 (loser)
856308 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: yellow] [Team: 0] [Points: 1] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 13] [Energy Used:100]
856308 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 32 (loser)
856308 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 36 [Tank: green] [Team: 1] [Points: 32] [Status: loser] [Kills: 4] [Deaths: 4] [Missiles Fired: 29] [Energy Used:380]
866084 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -10 (loser)
866084 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: blue] [Team: 0] [Points: -10] [Status: loser] [Kills: 4] [Deaths: 9] [Missiles Fired: 23] [Energy Used:340]
866084 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 34 (loser)
866084 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: red] [Team: 1] [Points: 34] [Status: loser] [Kills: 5] [Deaths: 5] [Missiles Fired: 36] [Energy Used:320]
866084 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 42 (loser)
866084 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: yellow] [Team: 0] [Points: 42] [Status: loser] [Kills: 7] [Deaths: 6] [Missiles Fired: 47] [Energy Used:360]
866085 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 51 (winner)
866085 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 35 [Tank: green] [Team: 1] [Points: 51] [Status: winner] [Kills: 11] [Deaths: 7] [Missiles Fired: 65] [Energy Used:720]
873297 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 7 (loser)
873297 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 34 [Tank: blue] [Team: 0] [Points: 7] [Status: loser] [Kills: 2] [Deaths: 3] [Missiles Fired: 25] [Energy Used:220]
873297 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 8 (loser)
